amount,name,unit
5,Tomaten,
5,Knoblauch,Zehe(n)
5,Olivenöl,EL
,Salz,
,Pfeffer,
1,Zucker,Prise(n)
2,Basilikum,Stange(n)
1,rote Chilischote,
2,kleine Avocados,
2,Knoblauchzehen,
2,Limettensaft,EL
,Salz,
200,Sahne,ml
50,Butter,g
50,Mehl,g
,Pfeffer,
"0,50",Koriander,Bund
1,Tortilla-Chips,Packung(en)
4,Eier,
2,Grüne Soße Kräuter,Bund
1,Zitrone,
,Pfeffer,
,Salz,
150,REWE Bio Joghurt mild,g
100,Crème fraîche,g
1,Mayonnaise,EL
2,Knoblauch,Zehe(n)
1,Dill,EL
2,Schnittlauch,EL
1,Zitronensaft,EL
,Pfeffer,
,Salz,
1,Zwiebel,
500,Tomaten,g
1,Apfel,
70,Rosinen,g
120,Apfelessig,ml
50,Weißweinessig,ml
100,saure Sahne,g
200,Schmand,g
2,Schalotten,
1,Salz,TL
"0,50",grober Pfeffer,TL
1,Thymian,TL
1,Schnittlauch,Bund
5,Olivenöl,EL
100,"Frischkäse, Doppelrahmstufe",g
,Salz,
,Pfeffer,
4,Schalotten,
"0,50",Petersilie,Bund
2,Butterschmalz,EL
"1,50",frischer Kloßteig,kg
1,Möhren,Bund
2,Butter,EL
1,Zucker,TL
2,Zwiebeln,
250,Champignons,g
200,Speck,g
1,Petersilie,Bund
200,Crème fraîche,g
"1,50",Schweinebraten,kg
1,Bärlauch,Bund
1,altbackenes Brot,Scheibe(n)
"0,50",Thymian,Bund
,Salz,
,Pfeffer,
2,Rosmarin,Zweig(e)
2,Öl,EL
"0,50",Gemüsebrühe,l
"1,50",kleine Kartoffeln (z. B. Drillinge),kg
75,Zucker,g
40,Butter,g
2,Brokkoli,Köpfe
"1,50",Spareribs,kg
,Salz,
,Pfeffer,
1,Paprika edelsüß,TL
3,ja! Olivenöl Extra Nativ,EL
60,ja! Honig Auslese,ml
"0,75",Süßkartoffeln,kg
200,Kartoffeln,g
500,Fingermöhren,g
3,ja! Butter,EL
,geriebene Muskatnuss,
,Backpapier,
2,Thymian,Stiel(e)
1,Knoblauch,Zehe(n)
800,Rinderfond,ml
50,Butter,g
50,Mehl,g
50,Sahne,ml
,Salz,
,Pfeffer,
2,Schweinerippen,
1,Barbecue-Soße,Flasche(n)
4,Sojasoße,EL
1,Dunkelbier,Flasche(n)
2,Honig,EL
3,mittelgroße Zwiebeln,
300,Sauerkraut aus der Dose,g
1,Kumquats,Handvoll
,Butter,etwas
5,Teriyakisoße,EL
3,Lauchzwiebeln,
2,REWE Bio Möhren,
100,Shiitake Pilze,g
"1,50",Hühnerbrühe,l
3,Öl,EL
1,gemahlener Koriander,Prise(n)
,Salz,
,Chiliflocken,
,Knoblauch,etwas
1,Ingwer,Prise(n)
2,Sternanis,
4,REWE Bio Eier (Größe M),
2,Flammkuchenteig,Packung(en)
200,Crème Fraîche,g
1,Fleur de sel,Prise(n)
1,Pfeffer,Prise(n)
"0,50",kleiner Radicchio,
2,Birnen,
"1,50",Le Rustique,Stück
50,Walnüsse,g
2,Honig,EL
50,"Cranberrys, getrocknet",g
3,Orangen,
2,Radicchio,Köpfe
2,Himbeeressig,EL
2,Olivenöl,EL
1,Ahornsirup,EL
,Salz,
,Pfeffer,
1,Knoblauch,Zehe(n)
100,REWE Beste Wahl Ziegenkäse in Scheiben,g
250,REWE Beste Wahl Cherrytomaten,g
1,frischer Rosmarin,Zweig(e)
600,REWE Beste Wahl Tagliatelle,g
,Salz,
400,Radicchio,g
150,Pancetta,g
2,Schalotten,
1,Olivenöl,EL
1,Gemüsebrühe,l
320,Risotto-Reis,g
4,REWE Beste Wahl natives Olivenöl,EL
,schwarzer Pfeffer (frisch gemahlen),
100,Rotwein,ml
,Salz,
,Pfeffer,
1,Butter,TL
3,Thymian,Zweig(e)
100,Reis,g
1,Weißkohl,
2,Zwiebeln,
2,Knoblauch,Zehe(n)
500,gemischtes Hackfleisch,g
,Salz,
150,Räucherspeck,g
500,Rippchen (Schwein),g
1,Wasser,l
5,Eiweiß,
200,feiner Zucker,g
1,heller Essig,TL
,blaue Lebensmittelfarbe,
300,Blaubeeren,g
100,Zucker,g
1,Vanilleschote,
200,Mascarpone,g
200,Joghurt,g
6,Eiweiß (Raumtemperatur),
1,Salz,Prise(n)
340,Zucker,g
2,Speisestärke,EL
,Pfeffer,
1,Weißweinessig,EL
,Paprikapulver,
1,Bourbon-Vanille Extrakt,EL
250,Sahne,ml
1,Vanillezucker,Packung(en)
200,Erdbeeren,g
125,Heidelbeeren,g
125,Himbeeren,g
4,Äpfel (z. B. Boskop oder Cox Orange),große
50,gehackte Mandeln,g
80,Marzipanrohmasse,g
3,brauner Zucker,EL
"0,50",Zimt,TL
2,Rosinen,EL
1,Stärke,TL
2,Eigelbe,
1,Vanilleschote,
3,Zucker,EL
400,Marzipan-Rohmasse,g
7,Eier,
100,getrocknete Aprikosen,g
2,Butter,EL
150,Apfelsaft,ml
400,Marzipan-Rohmasse,g
500,Mehl,g
125,Zucker,g
250,Milch,ml
1,Zimt,TL
70,blanchierte Mandeln,g
1,Backpulver,Packung(en)
1,Salz,Prise(n)
2,Eier,
100,gelbe Sultaninen,g
85,Marzipan-Rohmasse,g
"0,50",Vanilleschote,
250,Butter,g
250,Magerquark,g
50,gemahlene Haselnüsse,g
1,Vanillin-Zucker,Packung(en)
1,Salz,Prise(n)
225,REWE Frei von Mehl glutenfrei,g
1,Ei,
,Puderzucker,
75,Zartbitter-Kuvertüre,g
1,Bio-Orange,
100,Marzipan-Rohmasse,g
25,Puderzucker,g
125,Butter,g
60,Zucker,g
25,weiße Kuvertüre,g
,gehackte Pistazien zum Verzieren,
,Mandeln zum Verzieren,
,getrocknete Cranberries zum Verzieren,
50,Pflanzenöl,ml
1,Ananas,
2,Mangos,
2,Avocados,
300,Marshmallows,g
100,Kokosraspeln,g
800,Zartbitterschokolade (z.B. REWE Feine Welt Edel Zartbitter 58 %),g
,Chiliflocken,einige
250,Mehl,g
125,weiche Butter,g
150,Zucker,g
1,Ei,
1,Vanillezucker,Päckchen
"0,50",Backpulver,Päckchen
7,Äpfel (Jonagold oder Boskop),
1,Bio-Orange,
500,Sahne,ml
1,Sahne,Becher
,Fett für die Form,
300,Puderzucker,g
1,Vanillezucker,Päckchen
1,Speisestärke,EL
1,Vanillepuddingpulver,Päckchen
,Öl für die Form,
400,Milch,ml
40,REWE Beste Wahl Marshmallows,Stück
6,Reissirup,EL
50,Pistazien gehackt,g
200,Puderzucker,g
2,gemahlene Gelatine,Päckchen
1,Speisestärke,EL
1,Vanillezucker,Päckchen
,Öl für die Form,
2,gemahlene Gelatine,Päckchen
50,gelbe Schokolade (candy melts),g
12,Marshmallows,
,rote Lebensmittelfarbe,
800,gelbfleischige Pfirsiche,g
40,blaues Fondant,g
,schwarze Zuckerschrift,
24,Zuckeraugen,Stück
12,Holzspießchen,
300,Puderzucker,g
1,Vanillezucker,Päckchen
1,Speisestärke,EL
200,dunkle Kuvertüre,g
,Öl für die Form,
150,Wasser,ml
50,Quinoa,g
450,Rote Bete,g
4,Olivenöl,EL
1,rote Zwiebel,
2,gemahlene Gelatine,Päckchen
,Zuckerperlen,
"0,50",Petersilie,Bund
1,Paprikapulver,TL
100,Rucola,g
"0,50",Cumin,TL
1,Zucker,Prise(n)
1,Johannisbrotkernmehl,TL
1,große rote Paprika,
2,Frühlingszwiebeln,Stange(n)
100,Schmand,g
1,Sambal Oelek,TL
150,Feta,g
40,Walnüsse,g
4,Rewe Beste Wahl Weizen Tortillas mit Leinsamen,
,Salz,
,Pfeffer,
40,Wasser,ml
50,Muscovado-Zucker,g
"0,50",Apfel,
2,Eier,
180,Hafermilch,ml
85,gemahlene Leinsamen,g
50,Olivenöl,ml
1,kleine Karotte,
60,Datteln,g
"1,50",Bio-Zitrone,
125,Blaubeeren,g
120,Hafermehl,g
,Salz,
250,Quark,g
2,Agavensirup,EL
,Milch,etwas
,Vanille,
1,Backpulver,TL
"0,50",Zimt,TL
1,REWE Beste Wahl American Cookies,Packung(en)
1,große Marshmallows,Packung(en)
3,grober Pfeffer,EL
2,Salz,EL
1,Kartoffeln,kg
1,halbe Gurke,
250,fettarmer Joghurt,g
100,Speisequark,g
200,Kräuterfrischkäse,g
60,geriebener Parmesan,g
1,BBQ Gewürz (z. B. Magic Dust von Ankerkraut),EL
150,Feta,g
80,getrocknete Tomaten,g
1,Zwiebel,
,Olivenöl,
1,brauner Zucker,EL
"0,50",Glühwein,l
2,Lorbeerblätter,
2,Rosmarin,Zweig(e)
,Salz,
,Etwas Öl zum Braten,
60,Butter,g
1,rote Zwiebel,
,Pfeffer,
250,Rosenkohl,g
1,REWE Feine Welt Gefüllte Gnocchi,Packung(en)
1,Backmohn,EL
300,Pankomehl (asiatisches Paniermehl),g
1,Lebkuchengewürz,EL
1,Endiviensalat,Kopf
200,frischer Feldsalat,g
1,kleine Chilischote,
30,Butter,g
150,REWE Feine Welt Italiens Backkunst Ciabattabrot,g
2,Olivenöl,EL
,Salz,
,Pfeffer,
1,Thymian,Zweig(e)
1,Radicchiosalat,Kopf
1,Friséesalat,Kopf
4,Rotweinessig,EL
6,REWE Feine Welt Pepperballs Feige,Stück
"0,30",Gemüsefond,l
4,REWE Feine Welt Flamm-Lachs Natur,
12,REWE Feine Welt Jamón Serrano Reserva Schinken,Scheibe(n)
600,Schweinenacken (alternativ Keule),g
5,Olivenöl,EL
3,Gyros-Gewürzsalz,EL
3,Knoblauchzehen,
400,griechischer Joghurt,g
1,Gurke,
1,große rote Zwiebel,
4,Tomaten,
1,kleiner Eisbergsalat,
6,Pitabrote,
1,Zitrone,
1,Erdnussöl,EL
,Salz,
,Salz,
5,Zucker,g
500,Spaghetti,g
,Pfeffer,
200,Erdnüsse,g
350,Meeresfrüchte,g
4,Riesengarnelen,
1,Zitrone,
1,Knoblauchzehe,
250,Kirschtomaten,g
4,Olivenöl,EL
,Salz,
,Pfeffer,
,Cayennepfeffer,
3,glatte Petersilie,Zweig(e)
100,Vollmilchschokolade,g
100,trockenen Weißwein,ml
250,passierte Tomaten,ml
1,Zucker,EL
30,Speisestärke,g
1,Eigelb,
1,Salz,Prise(n)
1,kleine Zwiebel,
1,Knoblauchzehe,
100,Cheddar,g
500,Milch,ml
1,Kakao,EL
"0,50",Kidneybohnen,Dose(n)
1,Tomatenmark,TL
1,Senf,EL
2,Rapsöl,EL
25,brauner Zucker,g
1,Chilipulver,TL
,Salz,
,Pfeffer,
8,Sandwich Toast,Scheibe(n)
2,Butter,EL
1,Lorbeerblatt,
6,ungespritzte Zitronen,
200,Wasser,ml
250,Zucker,g
700,Wodka,ml
1,Zwiebel(n),
250,Rinderhackfleisch,g
100,Ketchup,g
1,Knoblauchzehen,
150,REWE Bio Möhren,g
1,Zucchini,
500,REWE Bio Gemüsebrühe (Instant),ml
"0,30",Petersilie,Bund
,Edelsüß-Paprikapulver,
,Salz,
2,REWE Bio Olivenöl,EL
,frisch gemahlener weißer Pfeffer,
,nach Belieben Minze,
1,Knoblauchzehe,
2,Lauchzwiebeln,
1,Möhre,
300,Basmati-Reis,g
,Salz,
1,rote Paprika,
400,Hähnchenfilet,g
,Öl,
,Currypulver,
2,Eier,
,Chilipulver,
1,Brokkoli,
1,Zucchini,
,Sojasoße,
1,Limette,
2,REWE Bio Romanaherzen,
200,"REWE Bio Joghurt (1,8 % Fett)",g
"0,50",Radicchio-Salat,Kopf
2,Öl,EL
1,Lauchzwiebeln,Bund
,Zucker,
,Salz,
,Pfeffer,
400,Hähnchenbrustfilet,g
2,Zucchini,
1,Knoblauchzehe,
100,getrocknete Aprikosen,g
2,Öl,EL
,Currypulver,
200,Sahne,g
,Salz,
,Pfeffer,
400,Penne,g
6,Petersilie,Zweig(e)
1,Basilikum,Handvoll
200,Rispentomaten,g
125,Mozzarella,g
4,Wilhelm Brandenburg Putenschnitzel,
4,REWE Bio Rispentomaten,
,Salz,
,Pfeffer,
2,Mehl,EL
2,Eier,
50,Semmelbrösel,g
1,italienische Kräuter,TL
2,Butterschmalz,EL
300,Kartoffeln,g
,Meersalz,
1,Zwiebel(n),
400,REWE Beste Wahl Weinsauerkraut,g
2,Lorbeerblätter,
50,geraspelter Parmesan,g
2,Kotelett,Scheibe(n)
1,Schnittlauch,Bund
2,Tomaten,
,Pfeffer aus der Mühle,
1,Baguette,
300,REWE Bio Putenbrust geräuchert,g
8,REWE Bio Gouda in Scheiben,Scheibe(n)
2,REWE Bio kaltgepr. Sonnenblumenöl,EL
150,Champignons,g
2,Knoblauchzehen,
,Salz,
,Pfeffer,
4,Kartoffeln,große
50,Butter,g
1,Knoblauch,Zehe(n)
50,Parmesan,g
,grobkörniges Meersalz,
250,"Joghurt (1,8 % Fett)",g
125,Feldsalat,g
"0,50",Granatapfel,
2,Apfelessig,EL
3,Olivenöl,EL
2,Honig,TL
"0,50",Petersilie,Bund
1,Rucola,Bund
,Salz,
,Pfeffer,
1,Rapsöl,EL
200,Sahne,ml
1,Speisestärke,EL
2,Blattspinat,Handvoll
1,rote Zwiebel,
1,Bio-Zitrone,
150,Halloumi Natur,g
6,"Wilhelm Brandenburg Putenbrust-Steaks mariniert, Kräuter",
6,Knoblauch-Grillsauce,EL
8,Salbei,Blatt
4,schmale flache Putenschnitzel,
8,Schwarzwälder Schinken,Scheibe(n)
2,Sonnenblumenöl,EL
1,Knoblauchzehe,
1,Mehl,TL
,Salz,
,Pfeffer,
350,Vollmilch,ml
100,Emmentaler gerieben,g
,geriebene Muskatnuss,
1,Zitronensaft,TL
600,Brokkoli,g
5,Rosmarin,Zweig(e)
2,Knoblauchzehen,
250,REWE Bio Cherrytomaten,g
800,REWE Beste Wahl Speisekartoffeln,g
3,REWE Feine Welt Olivenöl würziges Apulien,EL
,REWE Feine Welt Himalayasalz,
,REWE Bio Pfeffer a. d. Mühle,
12,Lammkoteletts,
,Alufolie,
40,ja! Zucker,g
50,Mandelkerne ohne Haut,g
20,schwarze getrocknete Oliven ohne Stein,g
4,Putenschnitzel,Stück
50,ja! weiche Butter,g
,weißer Pfeffer aus der Mühle,
8,Thymian,Zweig(e)
"0,50",rosa Pfefferbeeren,EL
2,kleine Knoblauchzehen,
1,Koriandersamen,TL
300,REWE Feine Welt Valencia Late Orangensaft,ml
150,Krustentierfond,ml
80,Kräuterfrischkäse,g
4,roher Schinken,Scheibe(n)
400,weißes Heilbuttfilet,g
,Erdnussöl,
,REWE Feine Welt Rosa Kristallsalz,
70,ja! kalte Butter,g
400,Babyspinat,g
,geriebene Muskatnuss,
,Fleur de Sel de Guerande,
,Klarsichtfolie,
3,rote Zwiebeln,
2,Knoblauchzehen,
30,Kapern (Glas),g
8,Beste Wahl Natives Olivenöl extra,EL
1,Chilipfeffer,Msp.
1,Bio-Zitrone,
600,Putenbrustfilet,g
400,Möhren,g
350,Gemüsebrühe,ml
,Salz,
,Pfeffer,
,Cumin,
2,Dill,Stiel(e)
50,Wermut,ml
,Holzspieße,
,Alufolie,
"0,50","gegrillte Paprika (gelb, rot)",Glas
,Salz,
,REWE Bio schwarzer Pfeffer a. d. Mühle,
1,REWE Bio Senf-Honig-Feigen-Aufstrich,Becher
4,REWE Bio natives Olivenöl,EL
250,REWE Bio Gemüsebrühe,ml
1,kleine Zwiebel,
"1,50",tiefgefrorener REWE Bio Blattspinat,Beutel
,geriebene Muskatnuss,
,Holzspießchen,
"1,50",Speisestärke,TL
750,mehlig kochende Kartoffeln,g
350,Sellerie,g
7,Thymian,Zweig(e)
75,Zucker,g
,REWE Feine Welt Rosa Kristallsalz,
150,Schalotten,g
850,REWE Beste Wahl Weinsauerkraut,g
"2,50",Feigen,
1,REWE Feine Welt Lesvos g.g.A. Olivenöl,TL
200,REWE Bio Milch,ml
,REWE Bio Pfeffer a. d. Mühle,
1,REWE Bio Butter,EL
,geriebene Muskatnuss,
,REWE Bio Vielblütenhonig,
800,"Entenbrust, tiefgefroren",g
,Meersalz,
,Pfeffer,g
2,Rosmarin,Zweig(e)
200,"Grünkohl, frisch",g
2,rote Zwiebeln,
2,Olivenöl,EL
50,Butter,g
1,Ente,
5,Honig,EL
,Salz,
60,Cranberries (z.B. von ja!),g
1,Ingwerpulver,TL
80,frischer Ingwer,g
50,"Erdnüsse, geröstet",g
200,Valencia Late Orangensaft (z.B. von REWE Feine Welt),ml
,Pfeffer,
3,rote Zwiebeln,
3,Suppenknochen,
4,getrocknete Tomaten in Öl,EL
2,Zwiebeln,
3,Wasser,EL
3,brauner Zucker,EL
"0,50",Nelken,TL
6,Wacholderbeeren,
1,Lorbeerblatt,
1,Sternanis,Stück
250,Portwein,ml
500,trockener Rotwein,ml
1,Petersilie,Bund
500,Geflügelbrühe,ml
10,Pflaumen,
1,Lebkuchengewürz,TL
6,Vollkorn-Toastbrot,Scheibe(n)
"0,50",Sojasoße,TL
1,Suppengrün,Bund
,Öl,
2,Knoblauchzehen,
2,Schalotten,
250,Milch,ml
6,Thymian,Zweig(e)
3,Stärke,EL
200,Walnüsse,g
2,Schnittlauch,Bund
,Salz,
,Pfeffer,
6,Eier,
1,Bio-Orange,
1,Gemüsezwiebel,
2,Zwiebeln,
1,Tomatenmark,EL
20,Butter,g
400,Entenfond,ml
8,Thymian,Zweig(e)
2,Zucker,EL
3,Äpfel,
300,Schalotten,g
2,Öl,EL
200,roter Portwein,ml
100,REWE Feine Welt Aceto Balsamico di Modena I.G.P.,ml
200,REWE Feine Welt Gemüsefond,ml
2,Cranberry-Sauce,EL
,Pfeffer,
20,Speisestärke,g
,Küchengarn,
,Holzspießchen,
2,Honig,EL
,Lebkuchengewürz,
,Salz,
,Backpapier,
,Pfeffer,
4,Baguette-Brötchen,
2,Hähnchenbrustfilets,
120,Mayonnaise,g
2,Joghurt,EL
1,Currypulver,TL
1,Kurkuma,TL
8,Bacon,Scheibe(n)
,Salz,
1,Zucker,Prise(n)
"0,25",Petersilie,Bund
1,Ananas (oder vorgeschnittene Ananas),kleine
,Salz,
"3,50",Öl,EL
1,rote Chilischote,
150,Kokosmilch,ml
3,Erdnussbutter,EL
1,helle Sojasoße,EL
,Röstzwiebeln,
2,rote REWE Regional Paprika,
400,Hähnchenbrust,g
1,REWE Regional Zwiebel,
2,gelbe REWE Regional Paprika,
1,Knoblauch,Zehe(n)
1,Öl,EL
,Chilipulver,
400,REWE Bio Schlagsahne,g
,Chiliflocken,
4,REWE Bio Hähnchenbrustfilets,
100,Gratinkäse,g
300,Reis,g
1,Brokkoli,
,Salz,
,Pfeffer,
2,Süßkartoffeln,
4,Frühlingszwiebeln,
1,Kokosöl,EL
10,Ingwer,g
2,Hähnchenbrustfilets,
1,Kokosmilch,Dose(n)
1,Limette,
1,"Granatapfel, unbehandelt",
,Kreuzkümmel (gemahlen),
,Salz,
,Pfeffer,
2,Rispentomaten (z. B. von REWE Bio),
,Meersalz,
,Pfeffer,
300,Pak Choi,g
1,Bio-Limette,
2,Currypulver,TL
3,"neutrales Öl, nativ",EL
2,natives Olivenöl extra (z. B. von REWE Bio),EL
2,Knoblauchzehen,
14,Öl,EL
,Curry,
1,Minze,Bund
640,Hähnchenbrustfilet,g
,Salz,
2,rote Chilischoten,
,Paprikapulver,
4,Rosmarin,Zweig(e)
4,Oregano,Zweig(e)
1,Kopfsalat,
150,Kirschtomaten,g
1,Balsamico,EL
,Salz,
,Pfeffer,
"0,60",REWE Bio Möhren,kg
300,Kartoffeln,g
"0,50",Salatgurke,
1,Möhre,
,Öl zum Braten,
,Pfeffer,
12,Mini-Geflügelbratwürstchen,
3,Petersilie,Zweig(e)
2,REWE Bio Süssrahm-Butter,EL
1,Zucker,Prise(n)
,Salz,
1,Zitrone Bio,
1,frischer Thymian,TL
1,Knoblauchzehe,
1,frischer Pfeffer,Prise(n)
200,Butter,g
1,Rucola,Bund
1,Bio-Zitrone,
1,rote Paprika,
,Salz,
,frisch gemahlener schwarzer Pfeffer,
2,Tortellini,Packung(en)
4,Parmesan (gehobelt),EL
8,geriebener Parmesan,EL
,Salz,
2,Tortellini,Packung(en)
1,glatte Petersilie,Bund
70,Butter,g
250,Sahne,ml
,"Pfeffer, frisch gemahlen",
225,ja! Mehl,g
,Muskatnuss,
8,Rosmarin,Zweig(e)
21,frische Hefe,g
,REWE Feine Welt Rosa Salzkristalle,
8,ja! Olivenöl,EL
,REWE Backpapierzuschnitte,
,Mehl für die Arbeitsfläche,
,REWE Bio Pfeffer a. d. Mühle,
4,Basilikum,Zweig(e)
800,Kartoffeln (vorwiegend festkochend),g
"0,50",Wirsing,
"0,50",Hokkaido,
1,Zwiebel,
1,Rapsöl,EL
1,Gemüsebrühe,l
4,Wiener Würstchen,
,Salz,
,Pfeffer,
"0,50",gelbe Paprika,
,Paprikapulver,
"0,50",Schnittlauch,Bund
"0,50",rote Paprika,
2,Lauchzwiebeln,
2,Petersilie,Stiel(e)
350,REWE Bio Frischkäse Natur,g
100,REWE Bio Passata aus frischen Tomaten,g
,Salz,
,Pfeffer,
1,Ei (Größe M),
100,ja! Zarte Haferflocken,g
150,REWE Bio Weizen-Vollkornmehl,g
1,Backpulver,TL
2,Eier,
250,REWE Bio H-Vollmilch,ml
1,Zimt,Prise(n)
60,gehackte Pistazien,g
2,Rapsöl,EL
200,Frischkäse,g
5,Kiwis,
1,"Brot (groß & rund, nach Wahl)",
1,Dill,Bund
,Salz,
,Pfeffer,
1,Salatgurke,halbe
1,Meerrettich (Glas),EL
3,Preiselbeeren (Glas),TL
150,Schmand,g
800,Frischkäse,g
100,Räucherlachs-Scheiben,g
1,Rote Bete (vorgegart),
1,REWE Beste Wahl Meersalz & Indischer Tellicherry Pfeffer Kartoffelchips,Packung(en)
"1,50",glatte Petersilie,Zweig(e)
2,Zitronensaft,EL
1,Salz,TL
250,Cashewkerne,g
3,Apfelessig,EL
,schwarzer Pfeffer aus der Mühle,
3,Petersilie,Stiel(e)
5,Schnittlauch,Stiel(e)
1,tiefgefrorener Blattspinat,Packung(en)
1,mittelgroße Zwiebel,
200,Gemüsebrühe,ml
1,Knoblauchzehe,
,Salz,
,Pfeffer,
1,Zucker,Prise(n)
"2,50","ja! Frischkäse mit Kräutern, Doppelrahmstufe",Packung(en)
3,Milch,EL
3,Olivenöl,EL
"0,50","ja! Emmentaler, gerieben (45 % Fett in Tr.)",Packung(en)
,Fett für die Form,
400,roter Mangold,g
1,ja! Passierte Tomaten,Packung(en)
,geriebene Muskatnuss,
20,"Cannelloni, gebrauchsfertig ohne Vorkochen",
1,kleine Knoblauchzehe,
2,REWE Bio Natives Olivenöl,EL
325,Thai Curry Sauce,ml
100,REWE Bio Gemüsebrühe,ml
50,REWE Bio Pinienkerne,g
400,REWE Bio Hähnchenfilet,g
200,REWE Bio Cherry Romatomaten,g
20,Ingwer,g
1,Schnittlauch,Bund
1,grüne Shisokresse,Packung(en)
1,glatte Petersilie,Bund
175,REWE frei von Frischkäse,g
,REWE Beste Wahl Tafelsalz,
,REWE Beste Wahl Pfeffer a. d. Mühle,
1,kleines Römersalat-Herz,
80,Blattspinat,g
1,kleine Zwiebel,
1,kleine rote Spitzpaprika,
100,Putenbrust-Aufschnitt in dünnen Scheiben,g
"1,50",Rotkohl,kg
50,Ingwer,g
3,Honig,EL
2,Johannisbeergelee,EL
1,Zimtstange,
6,Lorbeerblätter,
4,Nelken,
3,Kardamomkapseln,
4,Sternanis,
15,Salz,g
200,Orangensaft,ml
3,Ente,kg
,Pfeffer,
,Salz aus der Mühle,
2,Weißweinessig,EL
500,Rotwein (trocken),ml
"0,50",Knoblauchknolle,
1,Olivenöl,EL
2,Zwiebel,
60,Gänseschmalz (oder Entenfett aus Bräter),g
1,Speisestärke,TL
300,Teriyaki-Sauce,ml
800,festkochende Kartoffeln,g
4,Kleine Bio-Äpfel,
2,Orangen (unbehandelt),
1,Majoran,Bund
200,geröstete Paprika (Glas),g
2,Petersilie,Zweig(e)
2,weiße Sesamsaat geschält,EL
1,Ei (Größe M),
50,Mehl,g
80,Panko (asiatisches Paniermehl),g
4,Öl,EL
200,REWE Beste Wahl Barbecuesauce,g
1,REWE Beste Wahl Butter,EL
,Gefrierbeutel,
,Salz,
,Pfeffer,
1,Schalotte,
1,Knoblauchzehe,
1,rote Chilischote,
2,Öl,EL
900,Gemüsebrühe,ml
100,Chorizo am Stück,g
2,Sherry,EL
,Salz,
2,Petersilie,Stiel(e)
100,Crème fraîche,g
400,Champignons,g
2,Staudensellerie,Stange(n)
"1,20",Brühe,l
400,Sahne,ml
2,milder Weißweinwessig,EL
,Salz,
,Pfeffer,
,frische Muskatnuss,
1,Schnittlauch,Bund
3,Kerbel,Zweig(e)
4,Butter,EL
24,Chorizo,Scheibe(n)
4,REWE Bio natives Olivenöl,EL
1,Zwiebel,
1,Butter,EL
500,TK-Spinat,g
2,Zwiebeln,
2,Knoblauchzehen,
,Salz,
,Pfeffer,
4,Kabeljau-Filets,
100,trockener Weißwein,ml
4,Bögen weißes Pergamentpapier,
,Küchengarn,
1,Zwiebel,
1,Möhren,kg
1,Chiliflocken,TL
1,Gemüsebrühe,l
100,Chorizo am Stück,g
,Salz,
2,Öl,EL
400,REWE Bio Blattspinat tiefgefroren,g
1,Zwiebel,
1,Knoblauch,Zehe(n)
,Salz,
,Pfeffer,
1,REWE Bio Rapsöl nativ,EL
1,REWE Beste Wahl Muskatnuss,Prise(n)
1,Zitronensaft,EL
20,Cherrytomaten,Stück
"1,50",Quitten,kg
300,Zucker,g
1,Zimtstange,
1,Nelken,TL
500,Wodka,ml
"1,50",Pfirsiche,kg
2,Vanillezucker,Päckchen
1,Zitrone,
1,Lammfleisch aus der Keule,kg
200,REWE Bio Zwiebeln,g
3,REWE Bio Knoblauch,Zehe(n)
4,REWE Bio Natives Olivenöl,EL
1,REWE Bio Zimt,TL
,Salz,
,Pfeffer,
500,Lammfond,ml
600,Hokkaido-Kürbis,g
200,REWE Bio Zucchini,g
400,REWE Bio Fusilli Grüne Erbsen,g
425,Kichererbsen,ml
425,REWE Bio Pizzatomaten,g
2,REWE Bio Mandelmus weiß,EL
,Kurkuma-Pulver,
1,Bio-Zitrone,
150,REWE Bio Joghurt,g
200,Grüne Bohnen,g
1,Zucker,Prise(n)
300,REWE Bio Couscous,g
"0,50",Petersilie,Zweig(e)
2,ja! Natives Rapsöl,EL
500,ja! Hackfleisch gemischt,g
2,Knoblauchzehen,
3,Petersilie,Stiel(e)
,Salz,
,Pfeffer,
,Zucker,
"0,50",gemahlener Kreuzkümmel,TL
500,Kartoffeln,g
4,Eier,
20,Kartoffelstärke,g
20,Butter,g
,Salz,
200,Gemüsebrühe,ml
,Pfeffer,
,Muskat,
1,Mehl (evtl. mehr),EL
300,Semmelbrösel,g
,Fett zum Frittieren,
250,Basmatireis,g
1,Knoblauchzehe,
150,ja! Saure Sahne,g
150,Erbsen (TK),g
2,Möhren,
100,Sojasprossen,g
3,Sesamöl,EL
4,Eier,
3,Sojasauce,EL
,Pfeffer,
1,Koriander,Bund
1,altbackenes Brötchen,
100,Milch,ml
1,Zwiebel,
1,Knoblauchzehe,
2,Majoran,Zweig(e)
500,gemischtes Hackfleisch,g
1,Tomatenmark,TL
2,Senf,TL
1,Ei,
,Pfeffer,
,Salz,
,Butterschmalz zum Braten,
2,Wodka,cl
1,Frühlingszwiebeln,Bund
2,weißer Rum,cl
2,Gin,cl
2,Tequila,cl
2,Triple Sec,cl
2,Zuckerrohr-Sirup,cl
1,kleines Stück Ingwer,
4,Spritzer Tabasco,
2,Zitronensaft,cl
330,Cola,ml
2,Orangensaft,cl
,Eiswürfel,
1,Limette,Scheibe(n)
1,Zucker,Prise(n)
300,Sonnenblumenöl,ml
1,Senf,EL
1,Salz,TL
2,Eier,
,Cayennepfeffer,
1,Essig,EL
1,Zitronensaft,EL
